temperature,light_intensity,light_dark_ratio,reactor_type,fermentation_mode,open_close_system,reactor_volume,reaction_volume,initial_OD,cultivation_time,special_growth,no3_conc,phosphate_conc,co2_perc,air_bubbling,hco3_conc,nacl_conc,medium_pH,substrate2,substrate2_conc(mg/L),substrate2_enthalpyFormation,genetic_wt,promoterInducer,inducerConc,genetic_mutation,genetic_knockoutSteps,genetic_heterologousInsertion,genetic_precursor,genetic_enzymaticSteps,genetic_heterologousSteps,product,numberC,numberH,numberN,numberO,product_enthalpyFormation,productExporter,cofactorEnhance,pathwayOptimized,OD,growth_rate,product_titer,production_rate,paper,species,product permeability,ko genes,ox genes,OE_nativeSteps,bubbling_speed (ml/min)
30,79,0,2-cylindricalPBR,1-batch,1-open,80,60,0.2,288,na,24.7,5.43,0.04,1,0.2,0,na,na,0,na,0,1,0,1,0,1-genomic,"Pyruvate, G3P",11,2,bisabolene,15,24,0,0,-29.23,0,0,0,2.7,0.007,0.3,na,2,pcc6803,i,na,"cfdxs,sidi",0,na
30,79,0,2-cylindricalPBR,1-batch,1-open,80,60,0.2,288,na,24.7,5.43,0.04,1,0.2,0,na,na,0,na,0,1,0,1,0,1-genomic,"Pyruvate, G3P",11,4,bisabolene,15,24,0,0,-29.23,0,0,0,3.3,0.007,9,na,2,pcc6803,i,na,"cfdxs,sidi,agb,ispa",0,na
30,79,0,2-cylindricalPBR,1-batch,1-open,80,60,0.2,288,na,24.7,5.43,0.04,1,0.2,0,na,na,0,na,0,1,0,1,0,1-genomic,"Pyruvate, G3P",11,1,bisabolene,15,24,0,0,-29.23,0,0,0,3.7,0.007,0.1,na,2,pcc6803,i,na,na,0,na
30,79,0,2-cylindricalPBR,1-batch,1-open,80,60,0.2,288,na,24.7,5.43,0.04,1,0.2,0,na,na,0,na,0,1,0,1,0,1-genomic,"Pyruvate, G3P",11,1,bisabolene,15,24,0,0,-29.23,0,0,0,3.7,0.007,5.5,na,2,pcc6803,i,na,agb,0,na
30,79,0,2-cylindricalPBR,1-batch,1-open,80,60,0.2,288,na,24.7,5.43,0.04,1,0.2,0,na,na,0,na,0,1,0,1,0,1-genomic,"Pyruvate, G3P",11,2,bisabolene,15,24,0,0,-29.23,0,0,0,3.7,0.007,5.5,na,2,pcc6803,i,na,"agb,ispa",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,0,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.07,0.02,na,0,3,pcc6803,i,na,"pdc,yqhd",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,0,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.07,0.02,na,0,3,pcc6803,i,na,"pdc,yqhd,zwf",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,0,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.07,0.02,na,0,3,pcc6803,i,na,na,0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,1,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.13,0.04,na,0,3,pcc6803,i,na,"pdc,yqhd",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,1,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.13,0.04,na,0.02,3,pcc6803,i,na,na,0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,1,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.17,0.05,na,0,3,pcc6803,i,na,"pdc,yqhd,zwf",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,2,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.23,0.07,na,0.02,3,pcc6803,i,na,"pdc,yqhd",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,2,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.33,0.1,na,0,3,pcc6803,i,na,na,0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,2,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.33,0.1,na,0.04,3,pcc6803,i,na,"pdc,yqhd,zwf",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,3,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.33,0.1,na,0.05,3,pcc6803,i,na,"pdc,yqhd",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,3,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.5,0.15,na,0,3,pcc6803,i,na,"pdc,yqhd,zwf",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,3,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.5,0.15,na,0.08,3,pcc6803,i,na,na,0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,4,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.43,0.13,na,0.08,3,pcc6803,i,na,"pdc,yqhd",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,4,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.67,0.2,na,0,3,pcc6803,i,na,na,0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,4,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.67,0.2,na,0.16,3,pcc6803,i,na,"pdc,yqhd,zwf",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,5,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.57,0.17,na,0.16,3,pcc6803,i,na,"pdc,yqhd",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,5,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.9,0.27,na,0.2,3,pcc6803,i,na,"pdc,yqhd,zwf",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,5,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,1,0.3,na,0,3,pcc6803,i,na,na,0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,6,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.67,0.2,na,0.2,3,pcc6803,i,na,"pdc,yqhd",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,6,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,1.03,0.31,na,0.22,3,pcc6803,i,na,"pdc,yqhd,zwf",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,6,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,1.33,0.4,na,0,3,pcc6803,i,na,na,0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,7,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.7,0.21,na,0.22,3,pcc6803,i,na,"pdc,yqhd",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,7,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,1.2,0.36,na,0.24,3,pcc6803,i,na,"pdc,yqhd,zwf",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,7,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,1.53,0.46,na,0,3,pcc6803,i,na,na,0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,8,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.77,0.23,na,0.24,3,pcc6803,i,na,"pdc,yqhd",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,8,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,1.33,0.4,na,0.28,3,pcc6803,i,na,"pdc,yqhd,zwf",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,8,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,1.67,0.5,na,0,3,pcc6803,i,na,na,0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,9,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.21,0.062,na,0,3,pcc6803,i,na,"pdc,yqhd",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,9,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,1,0.3,na,0.3,3,pcc6803,i,na,"pdc,yqhd,zwf",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,9,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,1.43,0.43,na,0.3,3,pcc6803,i,na,na,0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,10,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,1,0.3,na,0.32,3,pcc6803,i,na,"pdc,yqhd",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,10,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,1.67,0.5,na,0.33,3,pcc6803,i,na,"pdc,yqhd,zwf",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,10,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,2.07,0.62,na,0,3,pcc6803,i,na,na,0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,11,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,0.1,0.03,na,0.32,3,pcc6803,i,na,"pdc,yqhd",0,na
30,50,0,1-shakingflask,1-batch,1-open,250,100,na,11,na,24.7,5.43,0.04,0,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,2,ethanol,2,6,0,1,-276,0,0,0,1.83,0.55,na,0.31,3,pcc6803,i,na,"pdc,yqhd,zwf",0,na
